pelicula,fecha_estreno,tipo_estreno,duracion,genero,director,calf_medios,calf_usuarios,calf_sensacine,nacionalidad,distribuidora,fecha_produccion,presupuesto,idioma
Coco,2017-12-01,Cines,1h 45min,Animación,Adrian Molina,4.0,4.5,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2017-01-01,0,Inglés
Coco,2017-12-01,Cines,1h 45min,Animación,Lee Unkrich,4.0,4.5,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2017-01-01,0,Inglés
Coco,2017-12-01,Cines,1h 45min,Familia,Adrian Molina,4.0,4.5,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2017-01-01,0,Inglés
Coco,2017-12-01,Cines,1h 45min,Familia,Lee Unkrich,4.0,4.5,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2017-01-01,0,Inglés
Coco,2017-12-01,Cines,1h 45min,Fantasía,Adrian Molina,4.0,4.5,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2017-01-01,0,Inglés
Coco,2017-12-01,Cines,1h 45min,Fantasía,Lee Unkrich,4.0,4.5,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2017-01-01,0,Inglés
Se7en,1996-01-12,Cines,2h 10min,Crimen,David Fincher,4.1,4.5,3.5, EE.UU., Aurum ,1995-01-01,30000000,Inglés
Se7en,1996-01-12,Cines,2h 10min,Drama,David Fincher,4.1,4.5,3.5, EE.UU., Aurum ,1995-01-01,30000000,Inglés
Se7en,1996-01-12,Cines,2h 10min,Suspense,David Fincher,4.1,4.5,3.5, EE.UU., Aurum ,1995-01-01,30000000,Inglés
The Silence of the Lambs,1991-09-06,Cines,1h 58min,Crimen,Jonathan Demme,4.4,4.5,4.5, EE.UU., Twentieth Century Studios España ,1991-01-01,0,Inglés
The Silence of the Lambs,1991-09-06,Cines,1h 58min,Drama,Jonathan Demme,4.4,4.5,4.5, EE.UU., Twentieth Century Studios España ,1991-01-01,0,Inglés
The Silence of the Lambs,1991-09-06,Cines,1h 58min,Suspense,Jonathan Demme,4.4,4.5,4.5, EE.UU., Twentieth Century Studios España ,1991-01-01,0,Inglés
Toy Story,1996-03-15,Cines,1h 17min,Animación,John Lasseter,4.7,4.5,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,1995-01-01,30000000,Inglés
Toy Story,1996-03-15,Cines,1h 17min,Comedia,John Lasseter,4.7,4.5,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,1995-01-01,30000000,Inglés
Toy Story,1996-03-15,Cines,1h 17min,Familia,John Lasseter,4.7,4.5,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,1995-01-01,30000000,Inglés
Star Wars: Episode V - The Empire Strikes Back,1980-10-03,Cines,2h 04min,Aventura,Irvin Kershner,3.7,4.5,, EE.UU., Twentieth Century Studios España ,1980-01-01,30000000,Inglés
Star Wars: Episode V - The Empire Strikes Back,1980-10-03,Cines,2h 04min,Ciencia ficción,Irvin Kershner,3.7,4.5,, EE.UU., Twentieth Century Studios España ,1980-01-01,30000000,Inglés
Avengers: Endgame,2019-04-25,Cines,3h 01min,Acción,Joe Russo,4.1,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2019-01-01,0,Inglés
Avengers: Endgame,2019-04-25,Cines,3h 01min,Acción,Anthony Russo,4.1,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2019-01-01,0,Inglés
Avengers: Endgame,2019-04-25,Cines,3h 01min,Aventura,Joe Russo,4.1,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2019-01-01,0,Inglés
Avengers: Endgame,2019-04-25,Cines,3h 01min,Aventura,Anthony Russo,4.1,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2019-01-01,0,Inglés
Avengers: Endgame,2019-04-25,Cines,3h 01min,Ciencia ficción,Joe Russo,4.1,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2019-01-01,0,Inglés
Avengers: Endgame,2019-04-25,Cines,3h 01min,Ciencia ficción,Anthony Russo,4.1,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2019-01-01,0,Inglés
Scarface,1984-03-12,Cines,2h 45min,Crimen,Brian De Palma,,4.5,4.5, EE.UU., Universal Pictures International Spain ,1983-01-01,25000000,Inglés
Scarface,1984-03-12,Cines,2h 45min,Crimen,Brian De Palma,,4.5,4.5, EE.UU., Universal Pictures International Spain ,1983-01-01,25000000,Español
Scarface,1984-03-12,Cines,2h 45min,Drama,Brian De Palma,,4.5,4.5, EE.UU., Universal Pictures International Spain ,1983-01-01,25000000,Inglés
Scarface,1984-03-12,Cines,2h 45min,Drama,Brian De Palma,,4.5,4.5, EE.UU., Universal Pictures International Spain ,1983-01-01,25000000,Español
Up,2009-07-30,Cines,1h 35min,Aventura,Pete Docter,4.2,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2009-01-01,175000000,Inglés
Up,2009-07-30,Cines,1h 35min,Aventura,Bob Peterson,4.2,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2009-01-01,175000000,Inglés
Up,2009-07-30,Cines,1h 35min,Animación,Pete Docter,4.2,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2009-01-01,175000000,Inglés
Up,2009-07-30,Cines,1h 35min,Animación,Bob Peterson,4.2,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2009-01-01,175000000,Inglés
Up,2009-07-30,Cines,1h 35min,Familia,Pete Docter,4.2,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2009-01-01,175000000,Inglés
Up,2009-07-30,Cines,1h 35min,Familia,Bob Peterson,4.2,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2009-01-01,175000000,Inglés
Jurassic Park,1993-10-01,Cines,2h 02min,Aventura,Steven Spielberg,4.0,4.5,3.5, EE.UU., Universal Pictures International Spain ,1993-01-01,63000000,Inglés
Jurassic Park,1993-10-01,Cines,2h 02min,Aventura,Steven Spielberg,4.0,4.5,3.5, EE.UU., Universal Pictures International Spain ,1993-01-01,63000000,Español
Jurassic Park,1993-10-01,Cines,2h 02min,Ciencia ficción,Steven Spielberg,4.0,4.5,3.5, EE.UU., Universal Pictures International Spain ,1993-01-01,63000000,Inglés
Jurassic Park,1993-10-01,Cines,2h 02min,Ciencia ficción,Steven Spielberg,4.0,4.5,3.5, EE.UU., Universal Pictures International Spain ,1993-01-01,63000000,Español
Twelve Angry Men,1958-02-03,Cines,1h 35min,Drama,Sidney Lumet,4.8,4.5,, EE.UU.,,1957-01-01,340000,Inglés
Twelve Angry Men,1958-02-03,Cines,1h 35min,Judicial,Sidney Lumet,4.8,4.5,, EE.UU.,,1957-01-01,340000,Inglés
Braveheart,1995-10-06,Cines,2h 45min,Biopic,Mel Gibson,4.3,4.5,3.5, EE.UU., Twentieth Century Studios España ,1995-01-01,72000000,Inglés
Braveheart,1995-10-06,Cines,2h 45min,Drama,Mel Gibson,4.3,4.5,3.5, EE.UU., Twentieth Century Studios España ,1995-01-01,72000000,Inglés
Braveheart,1995-10-06,Cines,2h 45min,Histórico,Mel Gibson,4.3,4.5,3.5, EE.UU., Twentieth Century Studios España ,1995-01-01,72000000,Inglés
Once Upon a Time in America,1985-01-25,Cines,3h 49min,Crimen,Sergio Leone,3.8,4.5,, EE.UU., Twentieth Century Studios España ,1984-01-01,30000000,Inglés
Once Upon a Time in America,1985-01-25,Cines,3h 49min,Drama,Sergio Leone,3.8,4.5,, EE.UU., Twentieth Century Studios España ,1984-01-01,30000000,Inglés
WALL•E,2008-08-06,Cines,1h 37min,Aventura,Andrew Stanton,4.9,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2008-01-01,180000000,Inglés
WALL•E,2008-08-06,Cines,1h 37min,Animación,Andrew Stanton,4.9,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2008-01-01,180000000,Inglés
WALL•E,2008-08-06,Cines,1h 37min,Familia,Andrew Stanton,4.9,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2008-01-01,180000000,Inglés
WALL•E,2008-08-06,Cines,1h 37min,Ciencia ficción,Andrew Stanton,4.9,4.5,4.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2008-01-01,180000000,Inglés
Back to the Future,1985-12-02,Cines,1h 56min,Aventura,Robert Zemeckis,3.9,4.5,3.0, EE.UU., Universal Pictures International Spain ,1985-01-01,19000000,Inglés
Back to the Future,1985-12-02,Cines,1h 56min,Comedia,Robert Zemeckis,3.9,4.5,3.0, EE.UU., Universal Pictures International Spain ,1985-01-01,19000000,Inglés
Back to the Future,1985-12-02,Cines,1h 56min,Ciencia ficción,Robert Zemeckis,3.9,4.5,3.0, EE.UU., Universal Pictures International Spain ,1985-01-01,19000000,Inglés
Kimi no na wa.,2017-04-07,Cines,1h 50min,Animación,Makoto Shinkai,4.1,4.5,, Japón, Selecta Visión ,2016-01-01,0,Inglés
Kimi no na wa.,2017-04-07,Cines,1h 50min,Fantasía,Makoto Shinkai,4.1,4.5,, Japón, Selecta Visión ,2016-01-01,0,Inglés
Alien,1979-09-26,Cines,1h 56min,Terror,Ridley Scott,4.8,4.5,5.0, Gran Bretaña, Twentieth Century Studios España ,1979-01-01,11000000,Inglés
Alien,1979-09-26,Cines,1h 56min,Ciencia ficción,Ridley Scott,4.8,4.5,5.0, Gran Bretaña, Twentieth Century Studios España ,1979-01-01,11000000,Inglés
The Green Mile,2000-02-18,Cines,3h 09min,Crimen,Frank Darabont,3.6,4.5,2.0, EE.UU., Warner Bros Pictures España ,1999-01-01,60000000,Inglés
The Green Mile,2000-02-18,Cines,3h 09min,Drama,Frank Darabont,3.6,4.5,2.0, EE.UU., Warner Bros Pictures España ,1999-01-01,60000000,Inglés
The Green Mile,2000-02-18,Cines,3h 09min,Fantasía,Frank Darabont,3.6,4.5,2.0, EE.UU., Warner Bros Pictures España ,1999-01-01,60000000,Inglés
Taxi Driver,1977-03-10,Cines,1h 55min,Crimen,Martin Scorsese,4.8,4.5,, EE.UU.,,1976-01-01,1300000,Inglés
Taxi Driver,1977-03-10,Cines,1h 55min,Drama,Martin Scorsese,4.8,4.5,, EE.UU.,,1976-01-01,1300000,Inglés
Taxi Driver,1977-03-10,Cines,1h 55min,Suspense,Martin Scorsese,4.8,4.5,, EE.UU.,,1976-01-01,1300000,Inglés
Gran Torino,2009-03-06,Cines,1h 56min,Drama,Clint Eastwood,4.4,4.5,4.0, EE.UU., Warner Bros Pictures España ,2008-01-01,33000000,Inglés
The Shining,1980-12-19,Cines,2h 23min,Terror,Stanley Kubrick,3.6,4.5,, Gran Bretaña, Warner Bros Pictures España ,1980-01-01,19000000,Inglés
The Shining,1980-12-19,Cines,2h 23min,Suspense,Stanley Kubrick,3.6,4.5,, Gran Bretaña, Warner Bros Pictures España ,1980-01-01,19000000,Inglés
Star Wars: Episode VI - Return of the Jedi,1997-04-25,Cines,2h 13min,Aventura,Richard Marquand,2.7,4.5,, EE.UU., Twentieth Century Studios España ,1983-01-01,32500000,Inglés
Star Wars: Episode VI - Return of the Jedi,1997-04-25,Cines,2h 13min,Ciencia ficción,Richard Marquand,2.7,4.5,, EE.UU., Twentieth Century Studios España ,1983-01-01,32500000,Inglés
The Pursuit of Happyness,2007-02-02,Cines,1h 58min,Biopic,Gabriele Muccino,3.2,4.4,2.5, EE.UU., Sony Pictures Releasing de España ,2006-01-01,55000000,Inglés
The Pursuit of Happyness,2007-02-02,Cines,1h 58min,Drama,Gabriele Muccino,3.2,4.4,2.5, EE.UU., Sony Pictures Releasing de España ,2006-01-01,55000000,Inglés
The Apartment,1962-12-19,Cines,2h 05min,Comedia dramática,Billy Wilder,4.5,4.4,, EE.UU.,,1960-01-01,3000000,Inglés
The Apartment,1962-12-19,Cines,2h 05min,Romántico,Billy Wilder,4.5,4.4,, EE.UU.,,1960-01-01,3000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Animación,Pete Docter,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Animación,David Silverman,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Animación,Lee Unkrich,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Comedia,Pete Docter,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Comedia,David Silverman,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Comedia,Lee Unkrich,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Familia,Pete Docter,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Familia,David Silverman,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
"Monsters, Inc.",2002-02-08,Cines,1h 32min,Familia,Lee Unkrich,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2001-01-01,115000000,Inglés
Toy Story 3,2010-07-23,Cines,1h 40min,Aventura,Lee Unkrich,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2010-01-01,200000000,Inglés
Toy Story 3,2010-07-23,Cines,1h 40min,Animación,Lee Unkrich,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2010-01-01,200000000,Inglés
Toy Story 3,2010-07-23,Cines,1h 40min,Comedia,Lee Unkrich,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2010-01-01,200000000,Inglés
Toy Story 3,2010-07-23,Cines,1h 40min,Fantasía,Lee Unkrich,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2010-01-01,200000000,Inglés
Million Dollar Baby,2005-02-04,Cines,2h 12min,Drama,Clint Eastwood,4.7,4.4,3.0, EE.UU., Warner Bros Pictures España ,2004-01-01,30000000,Inglés
"Il Buono, il brutto, il cattivo",1968-08-07,Cines,3h 00min,Western,Sergio Leone,4.1,4.4,, España,,1966-01-01,1200000,Inglés
Gone with the Wind,1950-11-17,Cines,3h 58min,Drama,Victor Fleming,4.9,4.4,, EE.UU.,,1939-01-01,3900000,Inglés
Gone with the Wind,1950-11-17,Cines,3h 58min,Drama,George Cukor,4.9,4.4,, EE.UU.,,1939-01-01,3900000,Inglés
Gone with the Wind,1950-11-17,Cines,3h 58min,Drama,Sam Wood,4.9,4.4,, EE.UU.,,1939-01-01,3900000,Inglés
Gone with the Wind,1950-11-17,Cines,3h 58min,Romántico,Victor Fleming,4.9,4.4,, EE.UU.,,1939-01-01,3900000,Inglés
Gone with the Wind,1950-11-17,Cines,3h 58min,Romántico,George Cukor,4.9,4.4,, EE.UU.,,1939-01-01,3900000,Inglés
Gone with the Wind,1950-11-17,Cines,3h 58min,Romántico,Sam Wood,4.9,4.4,, EE.UU.,,1939-01-01,3900000,Inglés
The Dark Knight Rises,2012-07-20,Cines,2h 44min,Acción,Christopher Nolan,4.1,4.4,4.0, EE.UU., Warner Bros Pictures España ,2012-01-01,250000000,Inglés
The Dark Knight Rises,2012-07-20,Cines,2h 44min,Suspense,Christopher Nolan,4.1,4.4,4.0, EE.UU., Warner Bros Pictures España ,2012-01-01,250000000,Inglés
The Exorcist,1975-09-01,Cines,2h 01min,Terror,William Friedkin,4.0,4.4,, EE.UU., Warner Bros Pictures España ,1973-01-01,13000000,Inglés
Indiana Jones and the Last Crusade,1989-09-01,Cines,2h 07min,Acción,Steven Spielberg,4.6,4.4,, EE.UU., Universal Pictures International Spain ,1989-01-01,48000000,Inglés
Indiana Jones and the Last Crusade,1989-09-01,Cines,2h 07min,Aventura,Steven Spielberg,4.6,4.4,, EE.UU., Universal Pictures International Spain ,1989-01-01,48000000,Inglés
Rear Window,1955-10-03,Cines,1h 50min,Crimen,Alfred Hitchcock,4.9,4.4,5.0, EE.UU.,,1954-01-01,2000000,Inglés
Rear Window,1955-10-03,Cines,1h 50min,Suspense,Alfred Hitchcock,4.9,4.4,5.0, EE.UU.,,1954-01-01,2000000,Inglés
Finding Nemo,2003-11-28,Cines,1h 41min,Aventura,Andrew Stanton,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,94000000,Inglés
Finding Nemo,2003-11-28,Cines,1h 41min,Aventura,Lee Unkrich,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,94000000,Inglés
Finding Nemo,2003-11-28,Cines,1h 41min,Animación,Andrew Stanton,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,94000000,Inglés
Finding Nemo,2003-11-28,Cines,1h 41min,Animación,Lee Unkrich,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,94000000,Inglés
Finding Nemo,2003-11-28,Cines,1h 41min,Familia,Andrew Stanton,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,94000000,Inglés
Finding Nemo,2003-11-28,Cines,1h 41min,Familia,Lee Unkrich,4.8,4.4,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,94000000,Inglés
The Nightmare Before Christmas,1994-12-02,Cines,1h 15min,Animación,Henry Selick,4.0,4.4,4.5, EE.UU., Lauren Film ,1993-01-01,18000000,Inglés
The Nightmare Before Christmas,1994-12-02,Cines,1h 15min,Fantasía,Henry Selick,4.0,4.4,4.5, EE.UU., Lauren Film ,1993-01-01,18000000,Inglés
The Nightmare Before Christmas,1994-12-02,Cines,1h 15min,Comedia musical,Henry Selick,4.0,4.4,4.5, EE.UU., Lauren Film ,1993-01-01,18000000,Inglés
Hachi: A Dog's Tale,2009-11-06,Cines,1h 33min,Drama,Lasse Hallström,2.0,4.4,1.0, EE.UU., Wide Pictures ,2009-01-01,16000000,Inglés
Hachi: A Dog's Tale,2009-11-06,Cines,1h 33min,Familia,Lasse Hallström,2.0,4.4,1.0, EE.UU., Wide Pictures ,2009-01-01,16000000,Inglés
Joker,2019-10-04,Cines,2h 02min,Drama,Todd Phillips,3.9,4.4,4.5, EE.UU., Warner Bros Pictures España ,2019-01-01,0,Inglés
Bohemian Rhapsody,2018-10-31,Cines,2h 15min,Biopic,Bryan Singer,3.0,4.4,, EE.UU., Twentieth Century Studios España ,2018-01-01,0,Inglés
Bohemian Rhapsody,2018-10-31,Cines,2h 15min,Drama,Bryan Singer,3.0,4.4,, EE.UU., Twentieth Century Studios España ,2018-01-01,0,Inglés
Nuovo cinema Paradiso,1989-12-15,Cines,1h 58min,Comedia dramática,Giuseppe Tornatore,4.4,4.4,4.0, Italia, A Contracorriente Films ,1988-01-01,5000000,Inglés
Nuovo cinema Paradiso,1989-12-15,Cines,1h 58min,Comedia dramática,Giuseppe Tornatore,4.4,4.4,4.0, Italia, A Contracorriente Films ,1988-01-01,5000000,Italiano
Nuovo cinema Paradiso,1989-12-15,Cines,1h 58min,Comedia dramática,Giuseppe Tornatore,4.4,4.4,4.0, Italia, A Contracorriente Films ,1988-01-01,5000000,Portugués
Casino,1996-02-23,Cines,2h 58min,Crimen,Martin Scorsese,3.9,4.4,5.0, EE.UU., Universal Pictures International Spain ,1995-01-01,52000000,Inglés
Casino,1996-02-23,Cines,2h 58min,Drama,Martin Scorsese,3.9,4.4,5.0, EE.UU., Universal Pictures International Spain ,1995-01-01,52000000,Inglés
Ben-Hur,1960-12-23,Cines,3h 32min,Aventura,William Wyler,4.3,4.4,, EE.UU., Warner Bros Pictures España ,1959-01-01,15900000,Inglés
Ben-Hur,1960-12-23,Cines,3h 32min,Drama,William Wyler,4.3,4.4,, EE.UU., Warner Bros Pictures España ,1959-01-01,15900000,Inglés
Ben-Hur,1960-12-23,Cines,3h 32min,Histórico,William Wyler,4.3,4.4,, EE.UU., Warner Bros Pictures España ,1959-01-01,15900000,Inglés
Ben-Hur,1960-12-23,Cines,3h 32min,Épico,William Wyler,4.3,4.4,, EE.UU., Warner Bros Pictures España ,1959-01-01,15900000,Inglés
American History X,1999-03-18,Cines,1h 59min,Crimen,Tony Kaye,3.9,4.4,3.0, EE.UU., Aurum ,1998-01-01,10000000,Inglés
American History X,1999-03-18,Cines,1h 59min,Drama,Tony Kaye,3.9,4.4,3.0, EE.UU., Aurum ,1998-01-01,10000000,Inglés
Terminator 2: Judgement Day,1991-12-04,Cines,2h 17min,Acción,James Cameron,4.0,4.4,4.5, EE.UU., 39 Escalones ,1991-01-01,94000000,Inglés
Terminator 2: Judgement Day,1991-12-04,Cines,2h 17min,Acción,James Cameron,4.0,4.4,4.5, EE.UU., 39 Escalones ,1991-01-01,94000000,Español
Terminator 2: Judgement Day,1991-12-04,Cines,2h 17min,Ciencia ficción,James Cameron,4.0,4.4,4.5, EE.UU., 39 Escalones ,1991-01-01,94000000,Inglés
Terminator 2: Judgement Day,1991-12-04,Cines,2h 17min,Ciencia ficción,James Cameron,4.0,4.4,4.5, EE.UU., 39 Escalones ,1991-01-01,94000000,Español
Inception,2010-08-06,Cines,2h 28min,Ciencia ficción,Christopher Nolan,3.9,4.4,3.5, EE.UU., Warner Bros Pictures España ,2010-01-01,160000000,Inglés
Inception,2010-08-06,Cines,2h 28min,Ciencia ficción,Christopher Nolan,3.9,4.4,3.5, EE.UU., Warner Bros Pictures España ,2010-01-01,160000000,Japonés
Inception,2010-08-06,Cines,2h 28min,Suspense,Christopher Nolan,3.9,4.4,3.5, EE.UU., Warner Bros Pictures España ,2010-01-01,160000000,Inglés
Inception,2010-08-06,Cines,2h 28min,Suspense,Christopher Nolan,3.9,4.4,3.5, EE.UU., Warner Bros Pictures España ,2010-01-01,160000000,Japonés
The Great Dictator,1976-04-30,Cines,2h 05min,Comedia,Charles Chaplin,4.7,4.4,, EE.UU., Filmayer ,1940-01-01,2000000,Inglés
Psycho,1961-04-02,Cines,1h 49min,Terror,Alfred Hitchcock,3.8,4.4,5.0, EE.UU., Paramount Pictures Spain ,1960-01-01,800000,Inglés
Psycho,1961-04-02,Cines,1h 49min,Suspense,Alfred Hitchcock,3.8,4.4,5.0, EE.UU., Paramount Pictures Spain ,1960-01-01,800000,Inglés
Ratatouille,2007-08-03,Cines,1h 50min,Animación,Brad Bird,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2007-01-01,150000000,Inglés
Ratatouille,2007-08-03,Cines,1h 50min,Comedia,Brad Bird,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2007-01-01,150000000,Inglés
Ratatouille,2007-08-03,Cines,1h 50min,Familia,Brad Bird,4.4,4.4,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2007-01-01,150000000,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Acción,Bob Persichetti,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Acción,Peter Ramsey,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Acción,Rodney Rothman,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Animación,Bob Persichetti,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Animación,Peter Ramsey,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Animación,Rodney Rothman,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Familia,Bob Persichetti,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Familia,Peter Ramsey,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Spider-Man: Into the Spider-Verse,2018-12-21,Cines,1h 57min,Familia,Rodney Rothman,4.1,4.4,4.5, EE.UU., Sony Pictures Releasing de España ,2018-01-01,0,Inglés
Interstellar,2014-11-07,Cines,2h 49min,Drama,Christopher Nolan,4.3,4.4,4.0, EE.UU., Warner Bros Pictures España ,2014-01-01,0,Inglés
Interstellar,2014-11-07,Cines,2h 49min,Ciencia ficción,Christopher Nolan,4.3,4.4,4.0, EE.UU., Warner Bros Pictures España ,2014-01-01,0,Inglés
Harry Potter and the Prisoner of Azkaban,2004-06-18,Cines,2h 21min,Aventura,Alfonso Cuarón,4.1,4.4,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,130000000,Inglés
Harry Potter and the Prisoner of Azkaban,2004-06-18,Cines,2h 21min,Fantasía,Alfonso Cuarón,4.1,4.4,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,130000000,Inglés
Beauty and the Beast,1992-11-27,Cines,1h 27min,Animación,Gary Trousdale,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Inglés
Beauty and the Beast,1992-11-27,Cines,1h 27min,Animación,Gary Trousdale,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Francés
Beauty and the Beast,1992-11-27,Cines,1h 27min,Animación,Gary Trousdale,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Alemán
Beauty and the Beast,1992-11-27,Cines,1h 27min,Animación,Kirk Wise,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Inglés
Beauty and the Beast,1992-11-27,Cines,1h 27min,Animación,Kirk Wise,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Francés
Beauty and the Beast,1992-11-27,Cines,1h 27min,Animación,Kirk Wise,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Alemán
Beauty and the Beast,1992-11-27,Cines,1h 27min,Familia,Gary Trousdale,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Inglés
Beauty and the Beast,1992-11-27,Cines,1h 27min,Familia,Gary Trousdale,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Francés
Beauty and the Beast,1992-11-27,Cines,1h 27min,Familia,Gary Trousdale,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Alemán
Beauty and the Beast,1992-11-27,Cines,1h 27min,Familia,Kirk Wise,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Inglés
Beauty and the Beast,1992-11-27,Cines,1h 27min,Familia,Kirk Wise,4.5,4.4,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,1991-01-01,25000000,Francés
